P,tau2,mu,s2_ce,var_ce,se_ce,ef_ce,s2_eis,var_eis,se_eis,ef_eis,var_ratio,se_var_ratio
GMM_location_0.10,1.1,0.91999996,1.9461906,0.07197133,9.838142e-08,35.067627,21.055647,0.19945212,2.9011727e-07,18.611542,2.771272,0.05317426
GMM_location_0.10,1.1,0.94,1.9833882,0.06936538,9.4858464e-08,34.71139,21.916403,0.19069241,2.7704726e-07,18.232859,2.7491004,0.052745245
GMM_location_0.10,1.1,0.96,2.0213854,0.066797644,9.138409e-08,34.359306,22.798294,0.1824919,2.6482348e-07,17.866415,2.732011,0.052412793
GMM_location_0.10,1.1,0.97999996,2.0601833,0.064274535,8.796725e-08,34.011173,23.701403,0.17480388,2.5337513e-07,17.511835,2.7196445,0.052169435
GMM_location_0.10,1.1,1.0,2.0997808,0.06180149,8.461553e-08,33.666866,24.626118,0.16758926,2.4264773e-07,17.168707,2.711735,0.05201214
GMM_location_0.10,1.1,1.02,2.1401782,0.059383195,8.133544e-08,33.326363,25.57259,0.16080996,2.3257641e-07,16.836716,2.7080045,0.051934607
GMM_location_0.10,1.1,1.04,2.1813757,0.057023413,7.813237e-08,32.9897,26.541094,0.1544298,2.2311744e-07,16.515575,2.708182,0.05193228
GMM_location_0.10,1.1,1.06,2.2233732,0.054725315,7.5010774e-08,32.65699,27.531803,0.14842057,2.1420486e-07,16.205029,2.7121007,0.051999766
GMM_location_0.10,1.1,1.0799999,2.2661707,0.052491345,7.1974206e-08,32.328415,28.545113,0.14275308,2.0582357e-07,15.904789,2.7195547,0.052136928
GMM_location_0.10,1.1,1.1,2.3097684,0.05032334,6.902542e-08,32.004128,29.581297,0.1374032,1.9791602e-07,15.614629,2.730407,0.05233856
GMM_location_0.10,1.1,1.12,2.354166,0.04822266,6.616631e-08,31.684399,30.640587,0.13234779,1.9045412e-07,15.334312,2.7445145,0.052602228
GMM_location_0.10,1.1,1.14,2.3993633,0.0461901,6.339829e-08,31.36943,31.72352,0.12756622,1.8340099e-07,15.063532,2.7617652,0.052925907
GMM_location_0.10,1.1,1.16,2.445361,0.04422609,6.0722e-08,31.059462,32.83031,0.123037845,1.7672987e-07,14.802056,2.7820194,0.053306654
GMM_location_0.10,1.1,1.18,2.4921582,0.042330623,5.813774e-08,30.754694,33.961388,0.11874621,1.704158e-07,14.549568,2.8052082,0.053744547
GMM_location_0.10,1.1,1.1999999,2.5397556,0.040503364,5.564507e-08,30.45533,35.1171,0.11467468,1.6443099e-07,14.305757,2.8312385,0.054235812
GMM_location_0.10,1.1,1.22,2.5881534,0.03874372,5.32434e-08,30.161507,36.29818,0.11080896,1.5875727e-07,14.0702095,2.8600497,0.05478114
GMM_location_0.10,1.1,1.24,2.6373508,0.03705086,5.0931707e-08,29.873362,37.505,0.107136,1.5336386e-07,13.842565,2.891593,0.055377237
GMM_location_0.10,1.1,1.26,2.6873486,0.035423666,4.870864e-08,29.590984,38.7383,0.10364212,1.4824957e-07,13.622382,2.9257874,0.05602573
GMM_location_0.10,1.1,1.28,2.7381458,0.033860903,4.6572566e-08,29.314402,39.998875,0.10031734,1.4338096e-07,13.409201,2.9626303,0.056724165
GMM_location_0.10,1.1,1.3,2.7897432,0.03236115,4.452171e-08,29.043657,41.287384,0.09714847,1.3874771e-07,13.202578,3.0020092,0.057471257
GMM_location_0.10,1.1,1.3199999,2.8421407,0.030922875,4.2554067e-08,28.778706,42.605453,0.09412846,1.3433643e-07,13.00195,3.043975,0.05826709
GMM_location_0.10,1.1,1.3399999,2.8953383,0.029544475,4.066754e-08,28.519484,43.954266,0.09124669,1.3013208e-07,12.806823,3.0884519,0.05911192
GMM_location_0.10,1.1,1.36,2.9493363,0.028224198,3.8859834e-08,28.265926,45.336723,0.08849611,1.2612227e-07,12.616544,3.1354694,0.06000489
GMM_location_0.10,1.1,1.38,3.0041332,0.026960315,3.7128654e-08,28.017912,46.757416,0.08586747,1.2229142e-07,12.430302,3.184958,0.060944792
GMM_location_0.10,1.1,1.4,3.0597312,0.025751011,3.5471615e-08,27.77531,48.226944,0.083354935,1.18635654e-07,12.24674,3.2369578,0.061933223
GMM_location_0.10,1.1,1.42,3.1161287,0.024594458,3.388625e-08,27.537977,49.77825,0.08095149,1.1514171e-07,12.06234,3.2914524,0.06296922
GMM_location_0.10,1.1,1.4399999,3.173326,0.023488801,3.2370128e-08,27.305735,51.6445,0.078649804,1.1179936e-07,11.854069,3.3483958,0.06405215
GMM_location_0.10,1.1,1.4599999,3.2313232,0.02243222,3.0920802e-08,27.078423,51.435604,0.07644559,1.0859976e-07,11.860345,3.4078476,0.06518248
GMM_location_0.10,1.1,1.48,3.2901213,0.021422861,2.9535787e-08,26.85586,53.83696,0.07433296,1.05536074e-07,11.609785,3.4697962,0.06636058
GMM_location_0.10,1.1,1.5,3.3497186,0.020458939,2.82127e-08,26.63785,55.56536,0.07230667,1.0259989e-07,11.434828,3.5342338,0.067585856
GMM_location_0.10,1.1,1.52,3.410116,0.019538634,2.694906e-08,26.424217,57.265087,0.07036328,9.978461e-08,11.269478,3.6012387,0.06886012
GMM_location_0.10,1.1,1.54,3.471314,0.018660218,2.574261e-08,26.214773,58.990204,0.06849623,9.708321e-08,11.108393,3.670709,0.07018151
GMM_location_0.10,1.1,1.56,3.533311,0.017821955,2.4590928e-08,26.009321,60.760323,0.06670288,9.449137e-08,10.94983,3.7427366,0.07155283
GMM_location_0.10,1.1,1.5799999,3.5961084,0.017022168,2.3491829e-08,25.80769,62.59101,0.06497933,9.2000924e-08,10.792669,3.8173356,0.07297183
GMM_location_0.10,1.1,1.5999999,3.6597059,0.016259223,2.244306e-08,25.609715,64.50569,0.063322775,8.961008e-08,10.635448,3.8945756,0.07444216
GMM_location_0.10,1.1,1.62,3.7241035,0.015531541,2.1442471e-08,25.415213,66.54685,0.06172786,8.731009e-08,10.475699,3.9743552,0.07596089
GMM_location_0.10,1.1,1.64,3.7893012,0.014837569,2.0488013e-08,25.224033,68.85107,0.06019309,8.5098456e-08,10.305451,4.0568027,0.0775307
GMM_location_0.10,1.1,1.66,3.8552988,0.014175818,1.957762e-08,25.036018,73.146416,0.058715045,8.2969095e-08,10.0240135,4.141916,0.07915012
GMM_location_0.10,1.1,1.68,3.9220965,0.013544854,1.8709379e-08,24.851032,72.71133,0.057290316,8.0918596e-08,10.030128,4.229674,0.08082148
GMM_location_0.10,1.1,1.6999999,3.9896936,0.012943286,1.7881389e-08,24.668922,93.37867,0.055917494,7.894316e-08,8.981967,4.320193,0.082544036
GMM_location_0.10,1.1,1.7199999,4.058091,0.012369768,1.7091796e-08,24.489588,73.61652,0.05459372,7.704245e-08,9.938659,4.41348,0.08432082
GMM_location_0.10,1.1,1.74,4.127289,0.011823021,1.6338912e-08,24.312895,77.36858,0.053316206,7.520619e-08,9.711574,4.509525,0.08615004
GMM_location_0.10,1.1,1.76,4.1972866,0.011301809,1.5621026e-08,24.138758,78.395515,0.05208318,7.3435565e-08,9.638708,4.608393,0.08803132
GMM_location_0.10,1.1,1.78,4.268084,0.010804944,1.4936516e-08,23.967056,78.01639,0.050892796,7.172673e-08,9.640778,4.7101398,0.08996799
GMM_location_0.10,1.1,1.8,4.3396807,0.01033128,1.4283846e-08,23.797722,172.28557,0.049742393,7.007827e-08,6.766136,4.814737,0.0919616
GMM_location_0.10,1.1,1.8199999,4.4120784,0.009879736,1.366153e-08,23.630663,87.1769,0.048631653,6.8486706e-08,9.158089,4.9223633,0.09401001
GMM_location_0.10,1.1,1.8399999,4.485276,0.009449266,1.3068126e-08,23.465815,89.478195,0.047557272,6.694864e-08,9.039462,5.0329065,0.09611571
GMM_location_0.10,1.1,1.86,4.559274,0.009038865,1.2502277e-08,23.303127,124.66293,0.046518058,6.545965e-08,7.7788324,5.146449,0.09827689
GMM_location_0.10,1.1,1.88,4.6340714,0.008647587,1.196269e-08,23.142517,70.42187,0.045512326,6.402228e-08,9.998725,5.2630086,0.10049769
GMM_location_0.10,1.1,1.9,4.709669,0.008274515,1.1448112e-08,22.983973,105.24476,0.044539392,6.2630605e-08,8.377142,5.382719,0.10277851
GMM_location_0.10,1.1,1.92,4.786066,0.007918782,1.0957378e-08,22.827429,96.48544,0.043597303,6.128449e-08,8.69139,5.505557,0.105116606
GMM_location_0.10,1.1,1.9399999,4.863264,0.0075795525,1.0489318e-08,22.672855,89.670944,0.042684965,5.9981616e-08,8.964699,5.631594,0.10751829
GMM_location_0.10,1.1,1.9599999,4.9412613,0.007256036,1.0042861e-08,22.520222,99.31624,0.041801088,5.871988e-08,8.557987,5.760871,0.109978214
GMM_location_0.10,1.1,1.9799999,5.0200586,0.006947481,9.61698e-09,22.369503,108.63845,0.04094427,5.7497846e-08,8.212835,5.893398,0.11250285
GMM_location_0.10,1.1,2.0,5.0996566,0.006653161,9.210673e-09,22.220675,120.92848,0.04011408,5.631457e-08,7.8162723,6.0293264,0.11509262
GMM_location_0.50,1.5,0.0,1.4997568,0.1216339,1.7639485e-07,91.713585,1.7117941,0.24972518,3.559032e-07,91.69154,2.0530887,0.033268206
GMM_location_0.50,1.5,0.02,1.5001543,0.121561535,1.7611326e-07,91.69036,1.7134359,0.24980295,3.5596602e-07,91.6745,2.0549505,0.033330534
GMM_location_0.50,1.5,0.04,1.5013515,0.12146658,1.757808e-07,91.61989,1.7183677,0.25011998,3.5640267e-07,91.610245,2.0591671,0.033494495
GMM_location_0.50,1.5,0.06,1.5033487,0.121348165,1.753957e-07,91.502686,1.726589,0.25063226,3.5712605e-07,91.49929,2.065398,0.03374825
GMM_location_0.50,1.5,0.08,1.5061462,0.12120429,1.7495513e-07,91.33946,1.7381003,0.251284,3.5809464e-07,91.342354,2.073227,0.03407891
GMM_location_0.50,1.5,0.099999994,1.5097436,0.12103212,1.7445623e-07,91.13124,1.7529017,0.25198185,3.591416e-07,91.1403,2.081942,0.034464877
GMM_location_0.50,1.5,0.12,1.5141407,0.12082816,1.7389453e-07,90.87919,1.7709931,0.2526369,3.6015163e-07,90.89428,2.0908778,0.034883738
GMM_location_0.50,1.5,0.14,1.5193383,0.12058817,1.7326573e-07,90.58488,1.792375,0.25314972,3.6099252e-07,90.60546,2.0992916,0.035314463
GMM_location_0.50,1.5,0.16,1.5253356,0.120307386,1.7256522e-07,90.249916,1.8170469,0.25342065,3.614913e-07,90.275185,2.106443,0.035732225
GMM_location_0.50,1.5,0.17999999,1.5321329,0.11998072,1.7178752e-07,89.87615,1.8450093,0.2533661,3.6153816e-07,89.90483,2.1117234,0.036118004
GMM_location_0.50,1.5,0.19999999,1.5397302,0.1196026,1.7092768e-07,89.46562,1.876263,0.2529055,3.6101423e-07,89.49596,2.1145484,0.03645349
GMM_location_0.50,1.5,0.22,1.5481277,0.11916761,1.6998037e-07,89.02041,1.9108074,0.25199196,3.5985e-07,89.05,2.1146011,0.03672757
GMM_location_0.50,1.5,0.24,1.557325,0.11867019,1.68941e-07,88.54276,1.9486427,0.25058496,3.5797026e-07,88.56854,2.1116083,0.036928575
GMM_location_0.50,1.5,0.26,1.5673224,0.11810505,1.6780483e-07,88.034966,1.98977,0.24866302,3.553427e-07,88.053185,2.1054394,0.037051253
GMM_location_0.50,1.5,0.28,1.5781196,0.117467195,1.6656787e-07,87.49936,2.034189,0.24624182,3.5198414e-07,87.50543,2.0962603,0.03709694
GMM_location_0.50,1.5,0.29999998,1.5897169,0.11675204,1.6522652e-07,86.93827,2.0818996,0.24333224,3.4791034e-07,86.92699,2.0841796,0.0370658
GMM_location_0.50,1.5,0.32,1.6021143,0.115955636,1.6377784e-07,86.354034,2.132903,0.23996966,3.4316523e-07,86.319405,2.0694954,0.0369625
GMM_location_0.50,1.5,0.34,1.6153115,0.115074575,1.622197e-07,85.74901,2.1871996,0.23619823,3.3780526e-07,85.68435,2.0525665,0.036794636
GMM_location_0.50,1.5,0.35999998,1.6293087,0.114106245,1.6055068e-07,85.12538,2.244789,0.23207122,3.3190702e-07,85.023415,2.033817,0.03657048
GMM_location_0.50,1.5,0.38,1.6441061,0.113048784,1.5877022e-07,84.48541,2.305672,0.22764142,3.2555027e-07,84.338196,2.0136564,0.0362993
GMM_location_0.50,1.5,0.39999998,1.6597035,0.11190113,1.5687861e-07,83.83118,2.3698485,0.22296871,3.1880933e-07,83.63043,1.9925511,0.035990305
GMM_location_0.50,1.5,0.42,1.676101,0.11066317,1.5487717e-07,83.164734,2.4373198,0.21810904,3.1178342e-07,82.901726,1.9709271,0.035654575
GMM_location_0.50,1.5,0.44,1.6932982,0.10933545,1.5276764e-07,82.48796,2.5080864,0.21311748,3.0454527e-07,82.15379,1.9492074,0.035300963
GMM_location_0.50,1.5,0.45999998,1.7112956,0.10791947,1.5055313e-07,81.80276,2.5821471,0.20804194,2.9716026e-07,81.38835,1.9277517,0.03493647
GMM_location_0.50,1.5,0.48,1.7300929,0.10641741,1.482371e-07,81.11077,2.659504,0.2029287,2.8970462e-07,80.60707,1.9069127,0.034572173
GMM_location_0.50,1.5,0.5,1.7496904,0.104832225,1.4582413e-07,80.41364,2.7401576,0.19781435,2.822252e-07,79.811745,1.8869612,0.034212008
GMM_location_0.50,1.5,0.52,1.7700875,0.103167646,1.4331933e-07,79.712814,2.8241076,0.19273484,2.74805e-07,79.00408,1.8681713,0.033864267
GMM_location_0.50,1.5,0.53999996,1.7912847,0.10142788,1.4072833e-07,79.00967,2.911355,0.18771735,2.6745113e-07,78.185936,1.850747,0.033533122
GMM_location_0.50,1.5,0.56,1.8132821,0.09961777,1.3805766e-07,78.3055,3.0019004,0.18278958,2.602267e-07,77.358986,1.8349093,0.033224113
GMM_location_0.50,1.5,0.58,1.8360795,0.09774255,1.3531401e-07,77.601425,3.0957456,0.17796504,2.5315626e-07,76.524994,1.820753,0.032940414
GMM_location_0.50,1.5,0.59999996,1.859677,0.0958079,1.3250461e-07,76.89845,3.19289,0.17325704,2.4624913e-07,75.68574,1.8083794,0.032683946
GMM_location_0.50,1.5,0.62,1.8840742,0.09381971,1.2963696e-07,76.19761,3.2933342,0.16867864,2.3953552e-07,74.842926,1.797902,0.03245807
GMM_location_0.50,1.5,0.64,1.9092716,0.09178424,1.2671852e-07,75.49969,3.3970792,0.16423586,2.3302597e-07,73.99816,1.7893689,0.03226449
GMM_location_0.50,1.5,0.65999997,1.9352689,0.08970778,1.2375762e-07,74.80548,3.5041254,0.15992993,2.2672344e-07,73.15301,1.7827878,0.032104015
GMM_location_0.50,1.5,0.68,1.9620662,0.087596685,1.2076188e-07,74.11563,3.6144738,0.15576719,2.2063456e-07,72.30899,1.7782315,0.03197845
GMM_location_0.50,1.5,0.7,1.9896636,0.08545733,1.1773912e-07,73.43079,3.7281256,0.15174393,2.1475549e-07,71.4675,1.775669,0.03188728
GMM_location_0.50,1.5,0.71999997,2.018061,0.08329616,1.1469721e-07,72.75145,3.845081,0.1478589,2.0908645e-07,70.62987,1.7750987,0.031830538
GMM_location_0.50,1.5,0.74,2.0472584,0.08111922,1.1164377e-07,72.0781,3.9653413,0.14411081,2.0362329e-07,69.79725,1.7765311,0.03180926
GMM_location_0.50,1.5,0.76,2.0772557,0.078932665,1.08586384e-07,71.41112,4.088907,0.14049554,1.98371e-07,68.97075,1.7799417,0.03182374
GMM_location_0.50,1.5,0.78,2.108053,0.076742314,1.05531996e-07,70.75085,4.2157784,0.1370079,1.9330282e-07,68.15133,1.7852981,0.031871982
GMM_location_0.50,1.5,0.79999995,2.13965,0.0745537,1.0248747e-07,70.09761,4.3459573,0.13364436,1.884264e-07,67.339836,1.7925919,0.031955138
GMM_location_0.50,1.5,0.82,2.1720474,0.072372064,9.945937e-08,69.45159,4.479443,0.13039832,1.8373296e-07,66.53697,1.801777,0.032072596
GMM_location_0.50,1.5,0.84,2.2052448,0.07020252,9.645377e-08,68.81305,4.616239,0.12726553,1.7921073e-07,65.74338,1.8128341,0.032223314
GMM_location_0.50,1.5,0.85999995,2.2392423,0.06804965,9.347639e-08,68.18215,4.7563443,0.12424368,1.7485569e-07,64.95949,1.8257799,0.032408033
GMM_location_0.50,1.5,0.88,2.2740397,0.06591776,9.053251e-08,67.558975,4.8997617,0.1213247,1.7065324e-07,64.185715,1.8405465,0.032624673
GMM_location_0.50,1.5,0.9,2.309637,0.06381086,8.762699e-08,66.94367,5.0464897,0.118504904,1.6660029e-07,63.42237,1.8571274,0.03287418
GMM_location_0.50,1.5,0.91999996,2.346034,0.06173256,8.476426e-08,66.336266,5.1965313,0.11578032,1.6269563e-07,62.66967,1.8755146,0.03315653
GMM_location_0.50,1.5,0.94,2.3832316,0.059686113,8.194824e-08,65.73681,5.3498845,0.1131433,1.5891999e-07,61.92771,1.8956386,0.033469476
GMM_location_0.50,1.5,0.96,2.421229,0.057674482,7.918271e-08,65.145294,5.5065527,0.110594295,1.552782e-07,61.19656,1.9175602,0.033815145
GMM_location_0.50,1.5,0.97999996,2.4600263,0.05570024,7.647064e-08,64.56176,5.666537,0.10812629,1.517536e-07,60.476208,1.9412177,0.0341909
GMM_location_0.50,1.5,1.0,2.4996235,0.05376566,7.381492e-08,63.98612,5.829838,0.105736196,1.4835078e-07,59.766586,1.9666121,0.03459854
GMM_location_0.50,1.5,1.02,2.540021,0.051872686,7.1217805e-08,63.418377,5.996458,0.1034201,1.4505247e-07,59.06763,1.9937295,0.035036545
GMM_location_0.50,1.5,1.04,2.581218,0.05002297,6.868128e-08,62.858444,6.166396,0.10117408,1.4185977e-07,58.379192,2.0225525,0.03550377
GMM_location_0.50,1.5,1.06,2.6232157,0.0482179,6.620704e-08,62.306236,6.339657,0.09899669,1.3876706e-07,57.70111,2.0531108,0.03600263
GMM_location_0.50,1.5,1.0799999,2.6660128,0.04645857,6.37963e-08,61.761677,6.516237,0.09688458,1.357733e-07,57.033234,2.0853975,0.03653249
GMM_location_0.50,1.5,1.1,2.7096105,0.044745788,6.145e-08,61.224705,6.696142,0.09483438,1.3286628e-07,56.375397,2.1194036,0.037091844
GMM_location_0.50,1.5,1.12,2.7540078,0.043080214,5.9168983e-08,60.69516,6.87937,0.09284314,1.3004649e-07,55.727386,2.1551225,0.037681565
GMM_location_0.50,1.5,1.14,2.799205,0.041462213,5.695349e-08,60.172947,7.0659246,0.09090835,1.2731205e-07,55.089043,2.192559,0.038301945
GMM_location_0.50,1.5,1.16,2.8452022,0.039892007,5.4803653e-08,59.657944,7.255807,0.08903016,1.246575e-07,54.460167,2.2317796,0.03895322
GMM_location_0.50,1.5,1.18,2.8919997,0.03836957,5.271951e-08,59.150017,7.4490147,0.08720296,1.2207548e-07,53.840603,2.2727113,0.039634224
GMM_location_0.50,1.5,1.1999999,2.939597,0.036894795,5.0700717e-08,58.649044,7.6455536,0.08542651,1.1956968e-07,53.230198,2.3154082,0.04034695
GMM_location_0.50,1.5,1.22,2.9879944,0.03546735,4.8746745e-08,58.154892,7.845423,0.0836992,1.1713323e-07,52.62878,2.3598943,0.04109002
GMM_location_0.50,1.5,1.24,3.0371919,0.03408682,4.6856975e-08,57.667423,8.048626,0.082018256,1.14763125e-07,52.036224,2.4061575,0.04186423
GMM_location_0.50,1.5,1.26,3.087189,0.032752663,4.5030625e-08,57.186543,8.25516,0.08038225,1.1245741e-07,51.452404,2.4542203,0.04266998
GMM_location_0.50,1.5,1.28,3.1379864,0.0314642,4.3266756e-08,56.712044,8.465031,0.078790106,1.10212824e-07,50.877243,2.5041192,0.04350757
GMM_location_0.50,1.5,1.3,3.1895835,0.030220693,4.15643e-08,56.243874,8.678237,0.07723994,1.08032154e-07,50.310562,2.5558627,0.04437684
GMM_location_0.50,1.5,1.3199999,3.2419808,0.029021306,3.9922043e-08,55.78186,8.89478,0.07573024,1.05905755e-07,49.75235,2.6094706,0.045277987
GMM_location_0.50,1.5,1.3399999,3.295178,0.027865155,3.833886e-08,55.325882,9.114664,0.074259825,1.03839156e-07,49.202477,2.6649709,0.046213407
GMM_location_0.50,1.5,1.36,3.3491757,0.026751276,3.6813365e-08,54.87581,9.337889,0.072827384,1.0182509e-07,48.66089,2.7223892,0.04718117
GMM_location_0.50,1.5,1.38,3.4039729,0.025678689,3.5344215e-08,54.431545,9.564456,0.07143166,9.986383e-08,48.12753,2.7817488,0.0481827
GMM_location_0.50,1.5,1.4,3.4595702,0.024646346,3.3929958e-08,53.99297,9.794366,0.07007132,9.795025e-08,47.602337,2.8430712,0.049217127
GMM_location_0.50,1.5,1.42,3.5159676,0.023653183,3.2569144e-08,53.55998,10.02762,0.06874528,9.6086914e-08,47.085278,2.906386,0.05028671
GMM_location_0.50,1.5,1.4399999,3.5731647,0.0226981,3.1260296e-08,53.132446,10.264221,0.06745215,9.426878e-08,46.576263,2.971709,0.051390577
GMM_location_0.50,1.5,1.4599999,3.631162,0.021780012,3.000191e-08,52.71032,10.50417,0.066191904,9.2499256e-08,46.07527,3.0391123,0.052530218
GMM_location_0.50,1.5,1.48,3.68996,0.020897789,2.8792478e-08,52.29345,10.747475,0.064962454,9.077173e-08,45.58225,3.1085804,0.05370558
GMM_location_0.50,1.5,1.5,3.749557,0.020050324,2.7630458e-08,51.88177,10.994126,0.06376348,8.90889e-08,45.097153,3.1801717,0.054917827
GMM_location_0.50,1.5,1.52,3.8099542,0.019236496,2.6514352e-08,51.475216,11.244136,0.06259391,8.7447944e-08,44.619926,3.253914,0.056166276
GMM_location_0.50,1.5,1.54,3.871152,0.018455194,2.5442622e-08,51.07369,11.497501,0.061452758,8.5844746e-08,44.150513,3.3298354,0.057452478
GMM_location_0.50,1.5,1.56,3.933149,0.017705325,2.4413788e-08,50.67711,11.754222,0.060339376,8.428297e-08,43.688866,3.407979,0.05877667
GMM_location_0.50,1.5,1.5799999,3.995946,0.016985798,2.3426374e-08,50.285404,12.014305,0.059252683,8.27578e-08,43.234936,3.4883661,0.060139336
GMM_location_0.50,1.5,1.5999999,4.059543,0.016295535,2.2478934e-08,49.898514,12.277749,0.05819215,8.127138e-08,42.78865,3.5710485,0.061541554
GMM_location_0.50,1.5,1.62,4.123941,0.015633477,2.1569992e-08,49.5164,12.544554,0.057157043,7.981811e-08,42.349926,3.6560674,0.062983565
GMM_location_0.50,1.5,1.64,4.1891384,0.014998609,2.0698234e-08,49.138977,12.814727,0.056146324,7.839963e-08,41.918694,3.7434354,0.064465456
GMM_location_0.50,1.5,1.66,4.255136,0.014389901,1.9862158e-08,48.766182,13.0882635,0.055160135,7.701808e-08,41.49488,3.8332531,0.065990485
